,object_ID,Centroid_X,Centroid_Y,TimePoint,Track_ID
871,872,735.2543554006969,935.8074912891987,41,0
872,873,761.8222222222222,945.0222222222222,41,0
873,874,752.338688085676,959.5876840696118,41,0
874,875,563.7906899966986,27.42786398151205,42,0
875,876,254.59561055335047,75.65281344851739,42,0
876,877,107.64744499645138,146.77164655784244,42,0
877,878,827.4971066409479,179.4979333149628,42,0
878,879,396.7035374868004,285.78669482576555,42,0
879,880,497.8111964873765,325.24588364434686,42,0
880,881,150.91446409989595,413.9044745057232,42,0
881,882,373.1075925219382,411.1663487218619,42,0
882,883,246.2296228150874,443.305611775529,42,0
883,884,505.42709720372835,474.2809587217044,42,0
884,885,706.6216303994803,489.4114972393634,42,0
885,886,458.00449293966625,521.8892811296535,42,0
886,887,321.4525246109876,530.7599237853286,42,0
887,888,569.034244206157,554.6454514008993,42,0
888,889,649.5504974374435,598.8682544467893,42,0
889,890,315.5817344589409,633.5683039140445,42,0
890,891,415.59681475272424,686.2585917854149,42,0
891,892,611.7181647940075,705.585518102372,42,0
892,893,497.6732223903177,775.9621785173979,42,0
893,894,486.1770833333333,775.6770833333334,42,0
894,895,470.580078125,790.294921875,42,0
895,896,740.8965407807045,941.9568390986989,42,0
896,897,563.8135313531353,28.257755775577557,43,0
897,898,255.6242911153119,73.48794896030246,43,0
898,899,109.89438713061725,149.53243574051407,43,0
899,900,826.8741027056875,175.26780784097184,43,0
900,901,396.4239244491081,284.3625393494229,43,0
901,902,499.9744897959184,325.46756559766766,43,0
902,903,12.261904761904763,326.8095238095238,43,0
903,904,153.8615847542628,410.4912738214644,43,0
904,905,372.3144054878049,412.7176067073171,43,0
905,906,248.14374429223744,443.9159817351598,43,0
906,907,506.5388530709196,472.9857482185273,43,0
907,908,705.2351583113457,489.18139841688657,43,0
908,909,460.1883780332056,523.5338441890166,43,0
909,910,322.0779014308426,532.5446740858506,43,0
910,911,571.2918439716312,555.2255319148936,43,0
911,912,651.5243605359318,601.6903166869671,43,0
912,913,314.2174338883448,630.6816846229187,43,0
913,914,311.1672535211268,657.8503521126761,43,0
914,915,415.8986568986569,685.8490028490029,43,0
915,916,610.3409228901032,707.1921675774134,43,0
916,917,485.4394878149525,781.9306071871127,43,0
917,918,740.4379128137384,940.7278731836195,43,0
918,919,565.4627349319508,27.748217757615034,44,0
919,920,255.4361170592434,72.40256959314775,44,0
920,921,110.20066075465137,147.9532255259955,44,0
921,922,825.2340484048405,174.4257425742574,44,0
